Nível Territorial (Código);Nível Territorial;Unidade de Medida (Código);Unidade de Medida;Valor;Brasil (Código);Brasil;Mês (Código);Mês;Variável (Código);Variável;Geral, grupo, subgrupo, item e subitem (Código);Geral, grupo, subgrupo, item e subitem
1;Brasil;2;%;-0,04;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7579;4102010.Lingerie
1;Brasil;2;%;-0,17;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47645;4102013.Bermuda/short feminino
1;Brasil;2;%;-0,03;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7587;4103.Roupa infantil
1;Brasil;2;%;0,64;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12408;4103001.Uniforme escolar
1;Brasil;2;%;1,46;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7589;4103002.Calça comprida infantil
1;Brasil;2;%;0,78;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7590;4103005.Agasalho infantil
1;Brasil;2;%;-0,12;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7591;4103007.Vestido infantil
1;Brasil;2;%;-0,65;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47646;4103008.Bermuda/short infantil
1;Brasil;2;%;-0,92;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107650;4103011.Camisa/camiseta infantil
1;Brasil;2;%;0,23;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12409;4103031.Conjunto infantil
1;Brasil;2;%;-0,11;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7604;42.Calçados e acessórios
1;Brasil;2;%;-0,11;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7605;4201.Calçados e acessórios
1;Brasil;2;%;-0,29;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7606;4201002.Sapato masculino
1;Brasil;2;%;-0,16;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7607;4201003.Sapato feminino
1;Brasil;2;%;-0,23;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7608;4201004.Sapato infantil
1;Brasil;2;%;0,88;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107652;4201015.Bolsa
1;Brasil;2;%;-0,61;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47647;4201040.Mochila
1;Brasil;2;%;-0,08;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7614;4201063.Tênis
1;Brasil;2;%;-0,29;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47648;4201098.Sandália/chinelo
1;Brasil;2;%;-0,15;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7615;43.Joias e bijuterias
1;Brasil;2;%;-0,15;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7616;4301.Joias e bijuterias
1;Brasil;2;%;0,88;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7617;4301001.Bijuteria
1;Brasil;2;%;-0,13;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7618;4301002.Joia
1;Brasil;2;%;-0,51;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7619;4301004.Relógio de pulso
1;Brasil;2;%;1,17;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7620;44.Tecidos e armarinho
1;Brasil;2;%;1,17;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7621;4401.Tecidos e armarinho
1;Brasil;2;%;1,32;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7622;4401001.Tecido
1;Brasil;2;%;0,5;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7623;4401002.Artigos de armarinho
1;Brasil;2;%;1,43;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7625;5.Transportes
1;Brasil;2;%;1,43;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7626;51.Transportes
1;Brasil;2;%;4,72;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7627;5101.Transporte público
1;Brasil;2;%;-0,25;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7628;5101001.Ônibus urbano
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7629;5101002.Táxi
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7630;5101004.Trem
1;Brasil;2;%;-0,82;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7631;5101006.Ônibus intermunicipal
1;Brasil;2;%;0,72;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7632;5101007.Ônibus interestadual
1;Brasil;2;%;28,31;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7634;5101010.Passagem aérea
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7635;5101011.Metrô
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7639;5101026.Transporte escolar
1;Brasil;2;%;8,38;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47649;5101051.Transporte por aplicativo
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47650;5101053.Integração transporte público
1;Brasil;2;%;0,03;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7640;5102.Veículo próprio
1;Brasil;2;%;-0,12;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7641;5102001.Automóvel novo
1;Brasil;2;%;0,3;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7642;5102004.Emplacamento e licença
1;Brasil;2;%;-1,14;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7643;5102005.Seguro voluntário de veículo
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107653;5102006.Multa
1;Brasil;2;%;0,96;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7644;5102007.Óleo lubrificante
1;Brasil;2;%;-0,5;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7645;5102009.Acessórios e peças
1;Brasil;2;%;2,98;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12411;5102010.Pneu
1;Brasil;2;%;-0,56;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7647;5102011.Conserto de automóvel
1;Brasil;2;%;-0,12;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7648;5102013.Estacionamento
1;Brasil;2;%;0,56;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7649;5102015.Pedágio
1;Brasil;2;%;0,36;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107654;5102020.Automóvel usado
1;Brasil;2;%;-0,71;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7653;5102037.Pintura de veículo
1;Brasil;2;%;7,39;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107656;5102051.Aluguel de veículo
1;Brasil;2;%;0,41;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7654;5102053.Motocicleta
1;Brasil;2;%;2,4;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7656;5104.Combustíveis (veículos)
1;Brasil;2;%;2,19;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7657;5104001.Gasolina
1;Brasil;2;%;4,08;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7658;5104002.Etanol
1;Brasil;2;%;2,29;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7659;5104003.Óleo diesel
1;Brasil;2;%;2,11;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107657;5104005.Gás veicular
1;Brasil;2;%;0,03;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7660;6.Saúde e cuidados pessoais
1;Brasil;2;%;-0,12;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7661;61.Produtos farmacêuticos e óticos
1;Brasil;2;%;-0,09;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7662;6101.Produtos farmacêuticos
1;Brasil;2;%;-0,82;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7663;6101001.Anti-infeccioso e antibiótico
1;Brasil;2;%;0,98;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7664;6101002.Analgésico e antitérmico
1;Brasil;2;%;-1,18;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7665;6101003.Anti-inflamatório e antirreumático
1;Brasil;2;%;-0,45;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7666;6101004.Antigripal e antitussígeno
1;Brasil;2;%;0,16;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12412;6101006.Dermatológico
1;Brasil;2;%;-0,19;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7669;6101007.Antialérgico e broncodilatador
1;Brasil;2;%;1,06;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7670;6101009.Gastroprotetor
1;Brasil;2;%;0,71;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7671;6101010.Vitamina e fortificante
1;Brasil;2;%;0,12;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47651;6101011.Hormonal
1;Brasil;2;%;-1,17;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7673;6101013.Psicotrópico e anorexígeno
1;Brasil;2;%;0,12;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7674;6101014.Hipotensor e hipocolesterolêmico
1;Brasil;2;%;-0,26;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107659;6101051.Oftalmológico
1;Brasil;2;%;-1,23;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7677;6101064.Antidiabético
1;Brasil;2;%;-1,08;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47652;6101148.Neurológico
1;Brasil;2;%;-0,49;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;109464;6102.Produtos óticos
1;Brasil;2;%;-0,49;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47653;6102012.Óculos de grau
1;Brasil;2;%;0,15;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7683;62.Serviços de saúde
1;Brasil;2;%;0,58;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7684;6201.Serviços médicos e dentários
1;Brasil;2;%;0,56;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7685;6201002.Médico
1;Brasil;2;%;0,65;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7686;6201003.Dentista
1;Brasil;2;%;-0,19;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12414;6201005.Aparelho ortodôntico
1;Brasil;2;%;0,28;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12436;6201010.Psicólogo
1;Brasil;2;%;0,3;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7690;6202.Serviços laboratoriais e hospitalares
1;Brasil;2;%;0,14;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7691;6202003.Exame de laboratório
1;Brasil;2;%;0,28;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7692;6202004.Hospitalização e cirurgia
1;Brasil;2;%;0,49;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12416;6202006.Exame de imagem
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7695;6203.Plano de saúde
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7696;6203001.Plano de saúde
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7697;63.Cuidados pessoais
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7698;6301.Higiene pessoal
1;Brasil;2;%;1,06;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7699;6301001.Produto para cabelo
1;Brasil;2;%;1,06;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12420;6301002.Fralda descartável
1;Brasil;2;%;-0,78;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;101642;6301004.Produto para barba
1;Brasil;2;%;-0,08;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;101644;6301006.Produto para pele
1;Brasil;2;%;0,64;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107661;6301007.Produto para higiene bucal
1;Brasil;2;%;-0,93;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7703;6301010.Produto para unha
1;Brasil;2;%;-1,83;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7704;6301011.Perfume
1;Brasil;2;%;1,29;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7707;6301014.Desodorante
1;Brasil;2;%;0,39;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7708;6301015.Absorvente higiênico
1;Brasil;2;%;1,57;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7709;6301016.Sabonete
1;Brasil;2;%;2,22;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7710;6301017.Papel higiênico
1;Brasil;2;%;-3,79;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7711;6301020.Artigos de maquiagem
1;Brasil;2;%;0,39;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7712;7.Despesas pessoais
1;Brasil;2;%;0,09;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7713;71.Serviços pessoais
1;Brasil;2;%;0,09;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7714;7101.Serviços pessoais
1;Brasil;2;%;0,89;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7715;7101001.Costureira
1;Brasil;2;%;0,83;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12421;7101005.Manicure
1;Brasil;2;%;0,03;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7720;7101010.Empregado doméstico
1;Brasil;2;%;-0,75;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47654;7101011.Cabeleireiro e barbeiro
1;Brasil;2;%;1,31;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7721;7101014.Depilação
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7723;7101034.Cartório
1;Brasil;2;%;1,33;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7724;7101036.Despachante
1;Brasil;2;%;0,39;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7727;7101076.Serviço bancário
1;Brasil;2;%;0,14;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7728;7101090.Conselho de classe
1;Brasil;2;%;0,81;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47655;7101144.Sobrancelha
1;Brasil;2;%;0,92;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47656;72.Recreação e fumo
1;Brasil;2;%;1,07;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7730;7201.Recreação
1;Brasil;2;%;0,13;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7733;7201006.Clube
1;Brasil;2;%;0,84;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7735;7201010.Instrumento musical
1;Brasil;2;%;-0,14;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47657;7201015.Tratamento de animais (clínica)
1;Brasil;2;%;1,42;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7736;7201019.Bicicleta
1;Brasil;2;%;2,61;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107666;7201020.Alimento para animais
1;Brasil;2;%;-0,36;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7738;7201023.Brinquedo
1;Brasil;2;%;-0,01;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47658;7201054.Casa noturna
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107668;7201063.Jogos de azar
1;Brasil;2;%;3,12;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7746;7201067.Material de caça e pesca
1;Brasil;2;%;-0,1;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47659;7201090.Hospedagem
1;Brasil;2;%;5,93;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47660;7201095.Pacote turístico
1;Brasil;2;%;1,3;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47661;7201256.Serviço de higiene para animais
1;Brasil;2;%;-0,81;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47662;7201266.Cinema, teatro e concertos
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7758;7202.Fumo
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7759;7202041.Cigarro
1;Brasil;2;%;0,34;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7766;8.Educação
1;Brasil;2;%;0,34;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7767;81.Cursos, leitura e papelaria
1;Brasil;2;%;0,44;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12427;8101.Cursos regulares
1;Brasil;2;%;1,48;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7769;8101001.Creche
1;Brasil;2;%;0,76;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47663;8101002.Pré-escola
1;Brasil;2;%;0,69;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107671;8101003.Ensino fundamental
1;Brasil;2;%;1,1;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107672;8101004.Ensino médio
1;Brasil;2;%;0,04;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107673;8101005.Ensino superior
1;Brasil;2;%;-0,72;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107674;8101006.Pós-graduação
1;Brasil;2;%;3,91;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47664;8101008.Educação de jovens e adultos
1;Brasil;2;%;-0,81;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47665;8101045.Curso técnico
1;Brasil;2;%;-0,98;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7777;8102.Leitura
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7778;8102001.Jornal diário
1;Brasil;2;%;-9,7;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107676;8102004.Revista
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47666;8102007.Livro didático
1;Brasil;2;%;-2,39;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47667;8102008.Livro não didático
1;Brasil;2;%;-0,04;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7782;8103.Papelaria
1;Brasil;2;%;-0,81;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7783;8103001.Caderno
1;Brasil;2;%;0,38;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7785;8103014.Artigos de papelaria
1;Brasil;2;%;0,73;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107678;8104.Cursos diversos
1;Brasil;2;%;0,33;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107679;8104001.Curso preparatório
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107681;8104003.Curso de idioma
1;Brasil;2;%;0,11;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107683;8104005.Autoescola
1;Brasil;2;%;1,44;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;12428;8104006.Atividades físicas
1;Brasil;2;%;0,46;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7786;9.Comunicação
1;Brasil;2;%;0,46;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7787;91.Comunicação
1;Brasil;2;%;0,46;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7788;9101.Comunicação
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7789;9101001.Correio
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47668;9101002.Plano de telefonia fixa
1;Brasil;2;%;0,3;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47669;9101008.Plano de telefonia móvel
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47670;9101010.Tv por assinatura
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;107688;9101018.Acesso à internet
1;Brasil;2;%;0,71;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;7794;9101019.Aparelho telefônico
1;Brasil;2;%;0;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47671;9101115.Serviços de streaming
1;Brasil;2;%;0,84;1;Brasil;202012;dez/20;355;IPCA15 - Variação mensal;47672;9101116.Combo de telefonia, internet e tv por assinatura
1;Brasil;2;%;100;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7169;Índice geral
1;Brasil;2;%;20,8109;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7170;1.Alimentação e bebidas
1;Brasil;2;%;14,8099;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7171;11.Alimentação no domicílio
1;Brasil;2;%;0,9799;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7172;1101.Cereais, leguminosas e oleaginosas
1;Brasil;2;%;0,7209;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7173;1101002.Arroz
1;Brasil;2;%;0,0152;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7175;1101051.Feijão - mulatinho
1;Brasil;2;%;0,0643;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7176;1101052.Feijão - preto
1;Brasil;2;%;0,0206;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;47617;1101053.Feijão - macáçar (fradinho)
1;Brasil;2;%;0,1482;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;12222;1101073.Feijão - carioca (rajado)
1;Brasil;2;%;0,0107;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;47618;1101079.Milho (em grão)
1;Brasil;2;%;0,4611;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7184;1102.Farinhas, féculas e massas
1;Brasil;2;%;0,003;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7185;1102001.Farinha de arroz
1;Brasil;2;%;0,1471;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7187;1102006.Macarrão
1;Brasil;2;%;0,0074;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7188;1102008.Fubá de milho
1;Brasil;2;%;0,0092;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7190;1102010.Flocos de milho
1;Brasil;2;%;0,0495;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7191;1102012.Farinha de trigo
1;Brasil;2;%;0,0999;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7195;1102023.Farinha de mandioca
1;Brasil;2;%;0,1187;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;107608;1102029.Massa semipreparada
1;Brasil;2;%;0,0262;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;47619;1102061.Macarrão instantâneo
1;Brasil;2;%;0,7113;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7200;1103.Tubérculos, raízes e legumes
1;Brasil;2;%;0,0289;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7201;1103002.Batata-doce
1;Brasil;2;%;0,1885;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7202;1103003.Batata-inglesa
1;Brasil;2;%;0,0169;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7204;1103005.Mandioca (aipim)
1;Brasil;2;%;0,0081;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7206;1103020.Abobrinha
1;Brasil;2;%;0,0036;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7209;1103025.Pepino
1;Brasil;2;%;0,0178;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7210;1103026.Pimentão
1;Brasil;2;%;0,2818;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7212;1103028.Tomate
1;Brasil;2;%;0,1154;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7215;1103043.Cebola
1;Brasil;2;%;0,0502;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7216;1103044.Cenoura
1;Brasil;2;%;0,6584;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7219;1104.Açúcares e derivados
1;Brasil;2;%;0,0936;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7220;1104003.Açúcar refinado
1;Brasil;2;%;0,1011;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7221;1104004.Açúcar cristal
1;Brasil;2;%;0,0157;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;12224;1104018.Balas
1;Brasil;2;%;0,1916;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;107609;1104023.Chocolate em barra e bombom
1;Brasil;2;%;0,1466;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7230;1104032.Sorvete
1;Brasil;2;%;0,1083;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;107611;1104052.Chocolate e achocolatado em pó
1;Brasil;2;%;0,0016;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7233;1104060.Doce de frutas em pasta
1;Brasil;2;%;0,2006;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7241;1105.Hortaliças e verduras
1;Brasil;2;%;0,0849;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7242;1105001.Alface
1;Brasil;2;%;0,0108;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7244;1105004.Coentro
1;Brasil;2;%;0,0145;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7245;1105005.Couve
1;Brasil;2;%;0,0029;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7246;1105006.Couve-flor
1;Brasil;2;%;0,017;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7248;1105010.Repolho
1;Brasil;2;%;0,041;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7249;1105012.Cheiro-verde
1;Brasil;2;%;0,0294;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7253;1105019.Brócolis
1;Brasil;2;%;0,956;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7254;1106.Frutas
1;Brasil;2;%;0,018;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7255;1106001.Banana-da-terra
1;Brasil;2;%;0,0163;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7256;1106003.Abacaxi
1;Brasil;2;%;0,0013;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7257;1106004.Abacate
1;Brasil;2;%;0,109;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7258;1106005.Banana - d'água
1;Brasil;2;%;0,0038;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7259;1106006.Banana - maçã
1;Brasil;2;%;0,1434;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7260;1106008.Banana - prata
1;Brasil;2;%;0,0051;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7262;1106011.Laranja - baía
1;Brasil;2;%;0,0066;1;Brasil;202012;dez/20;357;IPCA15 - Peso mensal;7263;1106012.Laranja - lima
